age,job,marital,education,balance,housing,loan,month,campaign,previous
49.0,self-employed,married,secondary,-199.0,yes,yes,jan,1.0,0.0
32.0,blue-collar,married,secondary,897.0,yes,no,apr,3.0,2.0
26.0,blue-collar,divorced,secondary,0.0,yes,no,may,3.0,0.0
55.0,blue-collar,divorced,secondary,7378.0,no,no,may,3.0,0.0
46.0,management,single,tertiary,593.0,yes,no,jan,3.0,0.0
31.0,management,married,tertiary,1224.0,yes,yes,nov,2.0,2.0
34.0,management,married,tertiary,3031.0,no,no,aug,6.0,0.0
37.0,blue-collar,married,primary,708.0,yes,no,feb,1.0,0.0
29.0,technician,single,tertiary,542.0,yes,no,may,3.0,0.0
24.0,admin.,single,tertiary,1141.0,yes,no,may,1.0,0.0
46.0,admin.,married,secondary,-42.0,no,yes,jul,10.674652974835883,0.0
41.0,management,married,tertiary,-556.0,yes,yes,may,3.0,0.0
52.0,services,married,unknown,482.0,yes,yes,jul,7.0,0.0
27.0,services,single,tertiary,1501.0,yes,no,jul,1.0,0.0
44.0,management,married,tertiary,1850.0,yes,no,may,1.0,0.0
39.0,technician,married,secondary,2266.0,no,no,may,1.0,4.0
52.0,housemaid,married,primary,3283.0,no,no,jun,1.0,0.0
76.97205525627365,retired,single,primary,300.0,no,no,sep,1.0,0.0
35.0,technician,married,secondary,1.0,yes,yes,may,1.0,0.0
49.0,management,divorced,tertiary,178.0,no,no,aug,2.0,0.0
37.0,housemaid,married,secondary,187.0,no,no,jun,1.0,0.0
46.0,management,married,tertiary,229.0,yes,no,may,1.0,0.0
43.0,entrepreneur,single,tertiary,42.0,no,no,jul,1.0,0.0
35.0,blue-collar,married,primary,-367.0,yes,no,may,1.0,1.0
29.0,admin.,single,tertiary,8.0,no,yes,mar,1.0,0.0
52.0,housemaid,married,primary,256.0,no,no,aug,1.0,0.0
55.0,management,married,secondary,2410.0,yes,no,nov,1.0,0.0
33.0,technician,married,tertiary,2976.0,yes,no,nov,2.0,7.7085785454572555
40.0,blue-collar,divorced,secondary,-426.0,no,yes,may,1.0,0.0
39.0,blue-collar,married,secondary,39.0,yes,no,jun,6.0,0.0
61.0,blue-collar,divorced,primary,1428.0,yes,no,may,2.0,0.0
63.0,retired,married,secondary,2030.0,no,no,apr,6.0,0.0
44.0,management,married,tertiary,-1636.0,yes,yes,may,1.0,0.0
52.0,services,married,secondary,108.0,yes,no,may,10.674652974835883,0.0
58.0,unemployed,single,tertiary,2094.0,no,no,jun,2.0,0.0
38.0,admin.,married,secondary,47.0,yes,yes,jul,10.674652974835883,0.0
51.0,housemaid,married,primary,618.0,yes,yes,feb,1.0,0.0
29.0,self-employed,single,tertiary,162.0,no,yes,jul,1.0,0.0
42.0,management,married,tertiary,-671.0,no,no,aug,2.0,0.0
56.0,blue-collar,married,primary,136.0,no,no,aug,1.0,0.0
55.0,technician,married,secondary,6958.0,yes,yes,may,2.0,0.0
43.0,blue-collar,married,primary,953.0,yes,no,may,1.0,0.0
27.0,blue-collar,married,secondary,821.0,yes,yes,sep,1.0,7.7085785454572555
54.0,services,married,secondary,131.0,no,no,aug,2.0,0.0
25.0,management,single,secondary,1272.0,yes,no,jul,2.0,0.0
33.0,blue-collar,married,primary,-306.0,yes,yes,may,4.0,0.0
46.0,admin.,divorced,secondary,3201.0,yes,no,may,3.0,0.0
26.0,services,single,secondary,1114.0,no,no,feb,2.0,0.0
30.0,admin.,married,tertiary,4168.0,no,no,jun,1.0,0.0
39.0,technician,married,secondary,0.0,yes,no,may,1.0,0.0
58.0,admin.,married,unknown,0.0,yes,no,nov,1.0,2.0
49.0,blue-collar,married,secondary,3309.0,yes,no,may,2.0,0.0
49.0,services,married,secondary,1377.0,yes,no,may,1.0,0.0
43.0,housemaid,married,secondary,150.0,no,no,jul,7.0,0.0
60.0,management,married,tertiary,553.0,yes,no,feb,1.0,3.0
57.0,technician,married,secondary,458.0,no,yes,jul,3.0,0.0
38.0,technician,married,secondary,565.0,no,no,aug,2.0,0.0
56.0,technician,married,secondary,0.0,yes,yes,apr,1.0,3.0
45.0,self-employed,married,secondary,2278.0,no,no,nov,2.0,0.0
45.0,management,married,tertiary,210.0,yes,no,jul,1.0,0.0
44.0,blue-collar,married,unknown,11204.778501400662,yes,no,may,1.0,0.0
40.0,blue-collar,married,primary,236.0,yes,no,may,2.0,0.0
38.0,management,single,tertiary,1704.0,no,no,sep,1.0,0.0
55.0,admin.,divorced,secondary,1693.0,no,no,aug,1.0,3.0
40.0,technician,married,secondary,372.0,yes,no,nov,1.0,2.0
35.0,blue-collar,single,primary,1147.0,yes,yes,may,1.0,0.0
32.0,blue-collar,married,secondary,3166.0,yes,no,nov,3.0,0.0
31.0,self-employed,married,primary,1074.0,yes,no,may,2.0,0.0
49.0,blue-collar,divorced,secondary,23.0,no,no,nov,2.0,0.0
55.0,retired,married,secondary,1431.0,no,yes,jan,1.0,0.0
51.0,blue-collar,married,secondary,814.0,yes,no,may,8.0,0.0
30.0,unemployed,married,secondary,142.0,yes,no,may,4.0,0.0
37.0,admin.,single,secondary,810.0,yes,no,apr,1.0,1.0
36.0,management,married,tertiary,1604.0,yes,no,jun,3.0,0.0
51.0,management,divorced,tertiary,0.0,yes,no,jul,4.0,0.0
29.0,admin.,single,secondary,488.0,yes,no,jun,1.0,0.0
32.0,student,single,unknown,4110.0,no,no,feb,8.0,0.0
36.0,services,married,secondary,1746.0,yes,no,apr,1.0,1.0
32.0,blue-collar,married,secondary,-208.0,yes,yes,may,1.0,0.0
56.0,retired,married,primary,152.0,yes,yes,jul,7.0,0.0
46.0,services,married,secondary,0.0,no,no,aug,4.0,0.0
39.0,admin.,divorced,secondary,399.0,yes,yes,aug,2.0,0.0
57.0,retired,married,primary,318.0,no,no,aug,4.0,0.0
53.0,management,married,tertiary,9072.0,no,no,nov,2.0,0.0
33.0,technician,married,secondary,3071.0,yes,yes,jul,1.0,0.0
43.0,blue-collar,divorced,primary,177.0,no,no,feb,1.0,0.0
40.0,management,married,tertiary,10786.0,no,no,jun,3.0,0.0
44.0,admin.,married,secondary,0.0,no,yes,jun,3.0,0.0
59.0,admin.,married,primary,879.0,yes,no,jan,5.0,7.0
59.0,retired,married,secondary,1887.0,no,no,aug,8.0,0.0
28.0,services,single,secondary,3331.0,yes,no,may,2.0,0.0
26.0,management,single,tertiary,3.0,yes,no,jul,1.0,0.0
59.0,management,single,tertiary,7668.0,no,no,aug,1.0,0.0
76.97205525627365,retired,divorced,primary,55.0,no,no,nov,3.0,1.0
33.0,services,married,primary,0.0,yes,no,may,2.0,0.0
38.0,blue-collar,divorced,secondary,2998.0,yes,no,jun,1.0,0.0
35.0,self-employed,married,secondary,524.0,yes,no,nov,4.0,0.0
30.0,technician,single,tertiary,106.0,yes,no,may,3.0,0.0
31.0,services,single,secondary,85.0,no,no,jul,1.0,0.0
35.0,technician,married,secondary,249.0,no,no,aug,8.0,0.0
45.0,management,married,tertiary,10.0,no,no,aug,7.0,0.0
40.0,admin.,married,secondary,523.0,yes,yes,may,3.0,0.0
50.0,services,married,secondary,1321.0,no,no,jun,2.0,0.0
29.0,admin.,single,secondary,-194.0,yes,no,may,1.0,0.0
41.0,unemployed,single,tertiary,4517.0,yes,no,nov,1.0,0.0
44.0,technician,married,tertiary,964.0,no,no,jul,2.0,0.0
29.0,unknown,single,secondary,923.0,no,no,may,1.0,0.0
49.0,technician,divorced,secondary,2677.0,yes,yes,jul,3.0,0.0
30.0,admin.,single,secondary,873.0,no,no,oct,1.0,2.0
37.0,blue-collar,married,unknown,-1050.0,yes,no,jun,2.0,0.0
52.0,admin.,divorced,secondary,361.0,no,yes,nov,1.0,0.0
30.0,management,single,tertiary,1466.0,no,no,aug,4.0,0.0
40.0,admin.,single,secondary,782.0,yes,no,dec,5.0,7.7085785454572555
33.0,blue-collar,married,secondary,3576.0,yes,no,apr,1.0,2.0
34.0,self-employed,single,secondary,3.0,yes,no,may,1.0,0.0
33.0,blue-collar,married,secondary,-112.0,yes,no,may,1.0,0.0
35.0,unemployed,married,secondary,759.0,no,no,nov,3.0,0.0
54.0,management,married,tertiary,195.0,no,yes,feb,1.0,6.0
32.0,services,married,secondary,15.0,yes,no,may,1.0,0.0
32.0,technician,married,tertiary,-1053.0,yes,no,jul,3.0,0.0
44.0,management,married,secondary,488.0,no,yes,jan,2.0,7.7085785454572555
53.0,technician,married,secondary,287.0,no,no,feb,5.0,0.0
53.0,admin.,married,secondary,578.0,no,no,aug,2.0,0.0
40.0,management,single,tertiary,1509.0,no,no,may,1.0,3.0
29.0,admin.,single,secondary,3794.0,no,no,apr,1.0,0.0
36.0,housemaid,married,primary,4324.0,yes,no,jul,4.0,0.0
40.0,blue-collar,divorced,secondary,793.0,yes,no,may,1.0,0.0
58.0,services,married,primary,943.0,yes,no,jun,3.0,0.0
34.0,management,married,tertiary,0.0,yes,yes,jul,1.0,0.0
60.0,blue-collar,married,secondary,11204.778501400662,yes,no,jul,1.0,0.0
23.0,student,single,unknown,565.0,no,no,may,7.0,0.0
59.0,unknown,married,unknown,1541.0,no,no,aug,1.0,0.0
42.0,technician,married,tertiary,1079.0,no,no,jul,2.0,0.0
50.0,management,married,tertiary,0.0,no,no,aug,3.0,3.0
31.0,management,single,secondary,1310.0,yes,no,may,2.0,0.0
31.0,management,single,tertiary,98.0,no,no,aug,2.0,0.0
28.0,admin.,married,secondary,5.0,yes,no,jul,1.0,0.0
56.0,admin.,married,primary,0.0,yes,no,apr,2.0,4.0
23.0,student,single,secondary,9216.0,no,no,jun,2.0,0.0
30.0,entrepreneur,married,secondary,2551.0,yes,no,jun,2.0,0.0
54.0,technician,married,secondary,0.0,no,no,aug,2.0,6.0
35.0,blue-collar,married,secondary,154.0,yes,no,may,4.0,0.0
29.0,admin.,married,secondary,-150.0,yes,no,may,1.0,0.0
48.0,management,married,primary,427.0,no,no,nov,1.0,0.0
43.0,admin.,single,tertiary,664.0,yes,no,apr,1.0,0.0
40.0,management,single,tertiary,0.0,no,no,aug,7.0,0.0
38.0,entrepreneur,married,secondary,680.0,yes,no,may,2.0,0.0
30.0,admin.,married,secondary,4.0,no,no,jun,2.0,0.0
60.0,blue-collar,married,secondary,196.0,no,no,jun,3.0,0.0
31.0,entrepreneur,divorced,secondary,290.0,yes,no,apr,1.0,0.0
28.0,student,single,tertiary,221.0,yes,no,may,1.0,0.0
31.0,technician,married,secondary,180.0,no,no,may,1.0,2.0
48.0,services,single,primary,-139.0,no,no,may,2.0,0.0
36.0,blue-collar,single,primary,79.0,no,no,jun,3.0,0.0
41.0,management,divorced,tertiary,236.0,no,no,feb,2.0,0.0
35.0,management,single,tertiary,1120.0,no,no,sep,1.0,2.0
51.0,management,divorced,tertiary,-2282.0,yes,yes,jul,6.0,0.0
35.0,blue-collar,married,secondary,2200.0,yes,no,apr,1.0,0.0
51.0,management,single,unknown,-461.0,yes,no,may,2.0,0.0
56.0,blue-collar,married,secondary,385.0,no,no,aug,3.0,0.0
59.0,retired,married,secondary,2291.0,no,yes,jul,3.0,0.0
27.0,services,married,secondary,54.0,yes,no,may,1.0,1.0
48.0,services,married,secondary,2850.0,yes,no,aug,3.0,0.0
24.0,admin.,single,secondary,1235.0,yes,yes,may,3.0,0.0
56.0,admin.,married,secondary,360.0,yes,yes,jul,2.0,0.0
34.0,management,married,tertiary,1352.0,no,no,aug,2.0,0.0
35.0,technician,married,secondary,905.0,no,yes,aug,2.0,0.0
57.0,retired,married,tertiary,138.0,no,no,may,5.0,0.0
30.0,blue-collar,single,secondary,0.0,yes,no,jul,2.0,0.0
40.0,admin.,divorced,secondary,221.0,yes,no,may,2.0,0.0
48.0,blue-collar,married,primary,-254.0,no,yes,aug,4.0,0.0
35.0,management,married,tertiary,1510.0,yes,no,may,1.0,0.0
46.0,services,married,secondary,1757.0,yes,no,may,4.0,0.0
30.0,blue-collar,married,primary,0.0,yes,no,may,2.0,0.0
37.0,services,single,secondary,934.0,yes,no,may,3.0,0.0
30.0,unemployed,married,tertiary,0.0,yes,no,nov,1.0,0.0
46.0,management,married,tertiary,1217.0,yes,no,may,1.0,0.0
43.0,blue-collar,divorced,primary,-57.0,yes,no,may,2.0,0.0
40.0,blue-collar,single,secondary,82.0,yes,no,may,6.0,5.0
34.0,unemployed,married,secondary,438.0,yes,yes,apr,1.0,1.0
43.0,admin.,divorced,secondary,729.0,yes,no,may,2.0,0.0
31.0,services,married,secondary,0.0,yes,no,jan,2.0,0.0
37.0,blue-collar,married,secondary,374.0,yes,no,may,3.0,0.0
49.0,self-employed,single,tertiary,-341.0,no,yes,nov,2.0,0.0
38.0,blue-collar,married,secondary,-367.0,yes,yes,may,1.0,0.0
27.0,admin.,single,secondary,592.0,yes,yes,feb,3.0,0.0
35.0,management,divorced,tertiary,457.0,yes,no,feb,3.0,0.0
47.0,unemployed,single,secondary,4819.0,no,no,nov,1.0,0.0
56.0,blue-collar,married,primary,-85.0,yes,yes,may,1.0,0.0
26.0,self-employed,single,secondary,467.0,yes,yes,jun,2.0,0.0
29.0,admin.,single,secondary,-309.0,yes,yes,jun,1.0,0.0
53.0,blue-collar,married,secondary,11204.778501400662,no,no,jun,4.0,0.0
38.0,blue-collar,married,primary,467.0,yes,no,may,1.0,0.0
33.0,blue-collar,married,tertiary,870.0,no,yes,jul,3.0,0.0
30.0,blue-collar,single,secondary,-93.0,yes,no,may,2.0,0.0
36.0,admin.,married,secondary,75.0,yes,no,jul,4.0,0.0
37.0,blue-collar,single,secondary,292.0,no,no,sep,1.0,0.0
60.0,blue-collar,married,secondary,0.0,no,yes,jun,1.0,0.0
48.0,management,married,tertiary,263.0,yes,no,may,2.0,0.0
32.0,management,married,tertiary,134.0,no,yes,aug,2.0,0.0
31.0,self-employed,single,tertiary,91.0,no,no,may,1.0,0.0
54.0,management,married,tertiary,0.0,no,yes,nov,3.0,0.0
31.0,self-employed,married,tertiary,229.0,no,no,jan,1.0,0.0
31.0,blue-collar,married,secondary,892.0,yes,no,jul,10.674652974835883,0.0
29.0,services,single,secondary,197.0,yes,no,may,2.0,0.0
23.0,blue-collar,married,primary,-213.0,no,no,may,2.0,0.0
51.0,management,married,tertiary,-321.0,no,no,feb,2.0,2.0
32.0,blue-collar,single,secondary,604.0,no,no,jan,2.0,2.0
48.0,management,married,primary,606.0,no,no,mar,6.0,0.0
32.0,blue-collar,married,primary,1518.0,yes,no,feb,3.0,0.0
44.0,housemaid,married,secondary,192.0,no,no,jun,2.0,0.0
35.0,management,married,tertiary,0.0,yes,yes,jul,4.0,0.0
46.0,technician,married,secondary,289.0,no,no,may,3.0,0.0
31.0,admin.,married,secondary,535.0,no,no,may,3.0,0.0
31.0,blue-collar,single,secondary,33.0,yes,no,may,4.0,0.0
36.0,blue-collar,married,primary,243.0,yes,yes,may,2.0,0.0
35.0,services,married,tertiary,0.0,yes,no,jun,2.0,0.0
35.0,services,married,secondary,1279.0,yes,no,jun,5.0,0.0
36.0,technician,married,tertiary,1327.0,no,no,oct,2.0,0.0
52.0,blue-collar,married,tertiary,297.0,yes,no,nov,2.0,1.0
27.0,technician,single,secondary,740.0,yes,no,may,1.0,0.0
47.0,services,married,secondary,278.0,yes,no,may,1.0,1.0
43.0,unemployed,married,secondary,553.0,no,no,feb,1.0,0.0
41.0,entrepreneur,married,primary,406.0,no,no,jun,1.0,0.0
18.0,student,single,secondary,5.0,no,no,aug,2.0,0.0
45.0,blue-collar,married,secondary,2071.0,no,yes,jul,2.0,0.0
41.0,technician,married,secondary,0.0,no,no,jan,2.0,7.7085785454572555
34.0,technician,married,tertiary,932.0,yes,no,jun,1.0,0.0
46.0,services,married,secondary,-119.0,yes,no,jul,3.0,0.0
38.0,technician,married,secondary,381.0,yes,no,may,2.0,0.0
23.0,services,married,secondary,1309.0,yes,no,jun,2.0,0.0
73.0,retired,married,primary,542.0,no,no,apr,5.0,0.0
41.0,technician,married,unknown,30.0,yes,no,jul,1.0,0.0
43.0,management,single,tertiary,0.0,no,no,aug,2.0,0.0
51.0,management,married,tertiary,-15.0,no,no,jul,2.0,0.0
45.0,services,married,unknown,318.0,no,no,jul,2.0,0.0
47.0,housemaid,divorced,primary,1405.0,no,no,jun,1.0,0.0
35.0,blue-collar,married,tertiary,5271.0,yes,no,apr,2.0,0.0
38.0,admin.,divorced,secondary,-51.0,no,yes,jan,1.0,0.0
31.0,management,married,tertiary,3914.0,no,yes,jan,1.0,0.0
49.0,entrepreneur,married,tertiary,4976.0,yes,no,nov,1.0,0.0
29.0,blue-collar,single,secondary,16.0,no,no,may,3.0,0.0
39.0,admin.,married,secondary,1595.0,yes,no,jun,2.0,0.0
41.0,entrepreneur,married,tertiary,306.0,yes,no,jun,3.0,0.0
34.0,blue-collar,single,secondary,215.0,no,no,jun,1.0,3.0
39.0,management,single,tertiary,0.0,yes,no,may,4.0,3.0
76.97205525627365,retired,divorced,unknown,2628.0,no,no,apr,2.0,0.0
33.0,management,married,tertiary,1778.0,no,no,may,1.0,1.0
59.0,retired,married,primary,1423.0,yes,no,may,2.0,0.0
52.0,management,married,tertiary,659.0,no,no,jul,4.0,0.0
35.0,entrepreneur,married,tertiary,-31.0,yes,no,nov,2.0,0.0
43.0,admin.,married,secondary,-204.0,yes,no,may,2.0,0.0
43.0,technician,single,secondary,1462.0,no,no,jun,2.0,0.0
36.0,blue-collar,married,secondary,723.0,yes,no,jul,2.0,0.0
36.0,admin.,single,tertiary,3954.0,yes,no,may,1.0,0.0
45.0,unemployed,single,secondary,33.0,no,no,feb,1.0,0.0
47.0,management,married,primary,4151.0,yes,no,may,1.0,0.0
38.0,admin.,divorced,secondary,0.0,no,yes,jul,3.0,0.0
45.0,entrepreneur,married,tertiary,219.0,yes,yes,jul,4.0,0.0
33.0,technician,married,tertiary,2728.0,no,no,aug,2.0,0.0
38.0,management,divorced,tertiary,76.0,no,no,jan,3.0,0.0
36.0,technician,married,tertiary,4388.0,no,no,aug,3.0,0.0
38.0,blue-collar,married,secondary,-210.0,yes,no,may,1.0,0.0
34.0,self-employed,married,tertiary,2427.0,no,no,aug,3.0,3.0
32.0,admin.,single,secondary,45.0,yes,yes,may,3.0,7.0
49.0,technician,married,secondary,-74.0,yes,no,nov,1.0,0.0
37.0,management,single,tertiary,2173.0,no,no,nov,3.0,1.0
47.0,technician,divorced,tertiary,8422.0,no,no,aug,4.0,0.0
28.0,self-employed,married,tertiary,120.0,yes,yes,may,3.0,0.0
29.0,admin.,divorced,secondary,1320.0,yes,yes,may,1.0,0.0
30.0,services,single,secondary,245.0,no,yes,jul,2.0,0.0
34.0,admin.,divorced,primary,9569.0,yes,no,may,2.0,0.0
39.0,technician,single,unknown,0.0,yes,no,may,1.0,0.0
26.0,blue-collar,married,secondary,2770.0,yes,no,may,1.0,0.0
38.0,technician,divorced,secondary,1221.0,yes,yes,aug,7.0,0.0
47.0,admin.,married,secondary,298.0,yes,no,may,1.0,0.0
61.0,management,married,secondary,967.0,no,no,aug,1.0,0.0
35.0,technician,married,secondary,0.0,no,no,jul,2.0,0.0
34.0,admin.,married,secondary,0.0,yes,no,feb,4.0,0.0
34.0,entrepreneur,married,secondary,1368.0,yes,no,nov,2.0,0.0
56.0,technician,single,secondary,751.0,yes,no,may,8.0,5.0
47.0,services,married,secondary,2597.0,yes,no,may,1.0,0.0
36.0,unemployed,married,secondary,-35.0,no,no,jan,3.0,0.0
43.0,technician,married,secondary,629.0,no,no,aug,1.0,0.0
51.0,admin.,married,primary,1330.0,yes,no,may,8.0,0.0
40.0,technician,single,secondary,277.0,yes,no,may,2.0,0.0
38.0,services,married,tertiary,1018.0,no,no,jun,3.0,0.0
34.0,management,married,tertiary,11.0,yes,no,jul,1.0,0.0
47.0,self-employed,married,tertiary,0.0,no,no,nov,1.0,0.0
57.0,entrepreneur,married,secondary,905.0,no,no,aug,1.0,0.0
35.0,technician,married,secondary,11204.778501400662,no,no,nov,1.0,2.0
45.0,management,married,tertiary,54.0,yes,no,may,3.0,0.0
55.0,unemployed,married,secondary,-246.0,no,yes,jul,2.0,0.0
54.0,management,married,secondary,0.0,no,no,nov,1.0,0.0
39.0,services,married,primary,1951.0,yes,no,may,2.0,0.0
58.0,services,married,primary,65.0,no,no,jun,1.0,0.0
31.0,admin.,married,secondary,368.0,yes,no,may,5.0,3.0
35.0,blue-collar,married,primary,51.0,yes,no,may,2.0,0.0
45.0,technician,married,secondary,3492.0,yes,yes,jun,4.0,0.0
44.0,admin.,divorced,secondary,21.0,yes,no,apr,3.0,0.0
57.0,blue-collar,married,primary,8403.0,no,no,jun,10.674652974835883,0.0
41.0,technician,married,secondary,978.0,no,no,jul,2.0,0.0
42.0,blue-collar,married,secondary,165.0,yes,no,may,2.0,0.0
49.0,technician,single,unknown,350.0,no,no,jan,3.0,0.0
52.0,self-employed,divorced,secondary,385.0,no,yes,aug,4.0,0.0
57.0,blue-collar,married,secondary,2058.0,yes,no,may,2.0,0.0
29.0,management,single,tertiary,-11.0,yes,no,may,2.0,0.0
34.0,blue-collar,single,primary,505.0,yes,no,may,1.0,0.0
36.0,management,married,tertiary,-547.0,yes,no,apr,1.0,2.0
39.0,management,married,tertiary,562.0,no,no,sep,2.0,0.0
53.0,blue-collar,divorced,primary,4222.0,no,no,jun,1.0,0.0
40.0,services,married,secondary,105.0,yes,no,jul,1.0,0.0
38.0,services,single,secondary,0.0,yes,no,may,2.0,0.0
34.0,admin.,single,secondary,66.0,yes,no,may,1.0,0.0
40.0,services,married,secondary,0.0,yes,yes,feb,2.0,0.0
39.0,management,married,secondary,11204.778501400662,yes,no,nov,2.0,0.0
51.0,technician,single,tertiary,11204.778501400662,yes,no,nov,2.0,7.0
33.0,admin.,married,secondary,1737.0,no,no,apr,2.0,0.0
59.0,management,divorced,tertiary,59.0,yes,no,may,1.0,0.0
30.0,technician,single,secondary,54.0,no,no,aug,2.0,0.0
61.0,technician,married,primary,2282.0,no,no,nov,1.0,0.0
24.0,admin.,married,secondary,299.0,yes,no,may,1.0,1.0
36.0,management,married,tertiary,396.0,no,no,aug,5.0,0.0
34.0,technician,single,tertiary,184.0,yes,no,jul,3.0,0.0
47.0,blue-collar,married,primary,475.0,yes,yes,jan,2.0,7.0
40.0,technician,married,secondary,-496.0,no,no,jul,2.0,0.0
46.0,technician,divorced,secondary,117.0,no,no,aug,2.0,0.0
32.0,management,married,tertiary,713.0,yes,no,aug,7.0,0.0
39.0,management,married,tertiary,45.0,no,no,aug,4.0,0.0
35.0,management,single,tertiary,1496.0,yes,no,aug,4.0,0.0
37.0,services,single,primary,0.0,no,yes,feb,6.0,5.0
45.0,technician,married,unknown,886.0,yes,no,oct,2.0,1.0
38.0,blue-collar,married,primary,4592.0,yes,no,may,1.0,0.0
52.0,technician,married,secondary,-38.0,no,no,jun,1.0,0.0
28.0,blue-collar,single,primary,431.0,yes,no,may,2.0,2.0
35.0,management,single,tertiary,-292.0,yes,no,may,2.0,6.0
45.0,technician,married,secondary,2571.0,no,no,jun,2.0,0.0
33.0,management,single,tertiary,191.0,no,yes,feb,4.0,1.0
42.0,technician,divorced,secondary,1689.0,yes,no,jul,2.0,0.0
23.0,student,single,secondary,8494.0,no,no,aug,2.0,0.0
49.0,entrepreneur,divorced,secondary,159.0,yes,no,may,3.0,0.0
52.0,technician,married,tertiary,7.0,no,yes,may,1.0,0.0
27.0,management,single,secondary,35.0,no,no,jul,1.0,0.0
34.0,management,married,secondary,1007.0,yes,no,jul,2.0,0.0
31.0,technician,married,secondary,106.0,yes,no,may,10.674652974835883,0.0
45.0,admin.,married,secondary,0.0,yes,no,nov,5.0,0.0
32.0,admin.,married,secondary,0.0,no,no,may,3.0,0.0
51.0,blue-collar,married,primary,216.0,yes,no,apr,3.0,3.0
56.0,management,married,tertiary,746.0,no,no,apr,1.0,0.0
44.0,admin.,married,secondary,764.0,yes,no,sep,1.0,1.0
41.0,blue-collar,married,secondary,193.0,yes,no,may,1.0,0.0
54.0,self-employed,married,tertiary,368.0,no,no,jul,4.0,0.0
31.0,technician,single,secondary,205.0,yes,no,jun,2.0,0.0
25.0,admin.,single,secondary,96.0,yes,no,may,2.0,0.0
50.0,technician,divorced,secondary,8016.0,no,no,jul,4.0,0.0
41.0,entrepreneur,married,tertiary,221.0,yes,no,may,2.0,0.0
33.0,unemployed,single,tertiary,157.0,yes,no,may,5.0,0.0
49.0,blue-collar,married,primary,4830.0,yes,no,jun,1.0,0.0
34.0,technician,single,tertiary,1039.0,no,no,aug,3.0,0.0
60.0,retired,married,primary,71.0,no,no,jul,3.0,0.0
45.0,admin.,married,secondary,1214.0,yes,no,feb,2.0,2.0
40.0,self-employed,married,secondary,0.0,no,no,jun,1.0,0.0
50.0,admin.,divorced,secondary,0.0,yes,no,jun,1.0,0.0
27.0,management,single,secondary,116.0,yes,no,feb,2.0,0.0
53.0,technician,married,secondary,100.0,no,no,aug,4.0,0.0
31.0,services,single,secondary,91.0,yes,no,may,2.0,0.0
24.0,blue-collar,single,secondary,-398.0,yes,no,may,3.0,4.0
68.0,retired,married,tertiary,2820.0,no,no,mar,1.0,3.0
27.0,services,single,secondary,223.0,yes,yes,may,2.0,0.0
46.0,management,single,tertiary,2278.0,no,no,aug,5.0,0.0
23.0,technician,single,secondary,-782.0,yes,yes,jun,10.0,0.0
76.0,retired,married,unknown,8919.0,no,no,jan,1.0,0.0
48.0,entrepreneur,married,secondary,104.0,yes,yes,nov,1.0,0.0
60.0,management,married,tertiary,3387.0,no,no,aug,2.0,0.0
46.0,entrepreneur,married,secondary,0.0,no,yes,jul,1.0,0.0
36.0,admin.,single,secondary,449.0,yes,no,jun,3.0,0.0
30.0,technician,single,secondary,4787.0,yes,no,nov,1.0,2.0
33.0,management,single,tertiary,1240.0,yes,no,feb,2.0,1.0
36.0,admin.,single,secondary,191.0,yes,no,jul,7.0,0.0
44.0,blue-collar,married,tertiary,2185.0,yes,no,may,1.0,0.0
36.0,admin.,single,secondary,0.0,yes,no,nov,2.0,0.0
44.0,technician,married,secondary,2857.0,no,no,aug,2.0,0.0
70.0,retired,married,primary,3782.0,no,no,mar,1.0,0.0
48.0,technician,divorced,tertiary,83.0,no,yes,aug,6.0,0.0
52.0,management,married,tertiary,6.0,no,no,oct,1.0,0.0
34.0,admin.,single,secondary,88.0,yes,no,may,2.0,0.0
35.0,technician,married,secondary,294.0,yes,no,jun,6.0,5.0
54.0,entrepreneur,married,tertiary,84.0,no,no,jul,2.0,0.0
47.0,technician,divorced,secondary,84.0,no,no,aug,2.0,0.0
38.0,blue-collar,married,secondary,602.0,yes,no,may,10.674652974835883,0.0
41.0,management,divorced,secondary,0.0,no,no,aug,2.0,0.0
28.0,blue-collar,married,secondary,-470.0,yes,no,may,2.0,0.0
58.0,services,married,secondary,-37.0,no,yes,feb,2.0,6.0
59.0,admin.,married,secondary,2145.0,no,no,nov,2.0,0.0
32.0,management,married,tertiary,937.0,no,no,may,1.0,1.0
55.0,blue-collar,married,secondary,2059.0,yes,no,may,1.0,4.0
38.0,blue-collar,married,secondary,3598.0,no,no,jun,1.0,0.0
40.0,blue-collar,married,primary,1206.0,no,yes,jul,5.0,0.0
45.0,entrepreneur,divorced,tertiary,1273.0,yes,yes,nov,2.0,3.0
42.0,entrepreneur,married,secondary,46.0,no,no,feb,1.0,0.0
53.0,self-employed,married,secondary,534.0,yes,no,jul,4.0,0.0
32.0,technician,married,secondary,-300.0,no,no,aug,9.0,0.0
55.0,housemaid,married,primary,4.0,no,no,nov,3.0,0.0
54.0,services,married,unknown,386.0,no,yes,nov,1.0,1.0
46.0,blue-collar,married,secondary,-396.0,no,yes,aug,1.0,0.0
39.0,management,married,tertiary,0.0,yes,no,may,1.0,0.0
36.0,management,divorced,tertiary,11204.778501400662,no,no,jul,1.0,0.0
44.0,management,married,tertiary,-600.0,yes,no,aug,1.0,0.0
